 -3.96	0
 -3.88	0
 -3.8	0
 -3.72	0
 -3.64	0
 -3.56	0
 -3.48	2e-007
 -3.4	1e-007
 -3.32	2e-007
 -3.24	5e-007
 -3.16	2.4e-006
 -3.08	4.2e-006
 -3	3.4e-006
 -2.92	6.3e-006
 -2.84	9.8e-006
 -2.76	1.8e-005
 -2.68	3.31e-005
 -2.6	4.9e-005
 -2.52	7.15e-005
 -2.44	0.0001037
 -2.36	0.000153
 -2.28	0.0002253
 -2.2	0.0003404
 -2.12	0.0004924
 -2.04	0.0006893
 -1.96	0.0009543
 -1.88	0.0012534
 -1.8	0.0017052
 -1.72	0.0022743
 -1.64	0.0029935
 -1.56	0.0039251
 -1.48	0.005024
 -1.4	0.0062062
 -1.32	0.0078303
 -1.24	0.0097563
 -1.16	0.0117484
 -1.08	0.0140241
 -1	0.0167533
 -0.92	0.0194549
 -0.84	0.0223816
 -0.76	0.0256756
 -0.68	0.0286349
 -0.6	0.0317046
 -0.52	0.0345818
 -0.44	0.0377444
 -0.36	0.0399593
 -0.28	0.0420353
 -0.2	0.0437701
 -0.12	0.0449011
 -0.04	0.0453632
 0.04	0.0452891
 0.12	0.0446779
 0.2	0.0433474
 0.28	0.0417092
 0.36	0.0396404
 0.44	0.0370301
 0.52	0.0343341
 0.6	0.0314304
 0.68	0.0281586
 0.76	0.0250924
 0.84	0.0221719
 0.92	0.0192756
 1	0.016325
 1.08	0.0137671
 1.16	0.0115543
 1.24	0.0093143
 1.32	0.0077552
 1.4	0.0061915
 1.48	0.0048929
 1.56	0.0038342
 1.64	0.0029364
 1.72	0.0022776
 1.8	0.0017273
 1.88	0.0012768
 1.96	0.0009265
 2.04	0.0007075
 2.12	0.0004732
 2.2	0.0003425
 2.28	0.0002374
 2.36	0.0001624
 2.44	0.000108
 2.52	6.5e-005
 2.6	4.77e-005
 2.68	2.42e-005
 2.76	1.56e-005
 2.84	1.06e-005
 2.92	4.6e-006
 3	3.2e-006
 3.08	1.6e-006
 3.16	8e-007
 3.24	2e-007
 3.32	2e-007
 3.4	8e-007
 3.48	3e-007
 3.56	0
 3.64	0
 3.72	0
 3.8	0
 3.88	0
 3.96	0
