 -3.96	0
 -3.88	0
 -3.8	0
 -3.72	0
 -3.64	0
 -3.56	0
 -3.48	0
 -3.4	0
 -3.32	0
 -3.24	0
 -3.16	0
 -3.08	0
 -3	0
 -2.92	0
 -2.84	0
 -2.76	0
 -2.68	0
 -2.6	0
 -2.52	0
 -2.44	0
 -2.36	0
 -2.28	0
 -2.2	0
 -2.12	0
 -2.04	0
 -1.96	0
 -1.88	0
 -1.8	0
 -1.72	0
 -1.64	0
 -1.56	0
 -1.48	0
 -1.4	0
 -1.32	0
 -1.24	0
 -1.16	0
 -1.08	2e-007
 -1	7.5e-006
 -0.92	4.73e-005
 -0.84	0.0001842
 -0.76	0.0004279
 -0.68	0.0008367
 -0.6	0.0013409
 -0.52	0.0020292
 -0.44	0.0031284
 -0.36	0.0044066
 -0.28	0.0061521
 -0.2	0.0084573
 -0.12	0.0115688
 -0.04	0.0147019
 0.04	0.0193691
 0.12	0.0255972
 0.2	0.0334667
 0.28	0.042701
 0.36	0.0522125
 0.44	0.060859
 0.52	0.0671175
 0.6	0.0710637
 0.68	0.0716227
 0.76	0.0693788
 0.84	0.0656112
 0.92	0.0607157
 1	0.0558142
 1.08	0.0498739
 1.16	0.0437212
 1.24	0.0375281
 1.32	0.0312287
 1.4	0.0241839
 1.48	0.0182724
 1.56	0.0136918
 1.64	0.0108602
 1.72	0.0082703
 1.8	0.005616
 1.88	0.0035936
 1.96	0.0020642
 2.04	0.001199
 2.12	0.0005547
 2.2	0.000293
 2.28	0.0001437
 2.36	5.88e-005
 2.44	2.39e-005
 2.52	4.3e-006
 2.6	0
 2.68	0
 2.76	0
 2.84	0
 2.92	0
 3	0
 3.08	0
 3.16	0
 3.24	0
 3.32	0
 3.4	0
 3.48	0
 3.56	0
 3.64	0
 3.72	0
 3.8	0
 3.88	0
 3.96	0
