 -3.96	0
 -3.88	0
 -3.8	0
 -3.72	0
 -3.64	0
 -3.56	0
 -3.48	0
 -3.4	0
 -3.32	0
 -3.24	0
 -3.16	0
 -3.08	0
 -3	0
 -2.92	2e-006
 -2.84	3.55e-005
 -2.76	0.0001234
 -2.68	0.0003278
 -2.6	0.0008119
 -2.52	0.0017015
 -2.44	0.003397
 -2.36	0.0056433
 -2.28	0.008114
 -2.2	0.0105414
 -2.12	0.0131805
 -2.04	0.0162741
 -1.96	0.0202187
 -1.88	0.0253412
 -1.8	0.0310812
 -1.72	0.0384312
 -1.64	0.0462907
 -1.56	0.0539124
 -1.48	0.0583896
 -1.4	0.0602511
 -1.32	0.0601662
 -1.24	0.0594136
 -1.16	0.0592053
 -1.08	0.0570784
 -1	0.0531774
 -0.92	0.0483478
 -0.84	0.0431272
 -0.76	0.0394089
 -0.68	0.0368554
 -0.6	0.0355516
 -0.52	0.0316732
 -0.44	0.0266965
 -0.36	0.0208347
 -0.28	0.0147214
 -0.2	0.0093719
 -0.12	0.005407
 -0.04	0.0028561
 0.04	0.0013406
 0.12	0.0004637
 0.2	0.0001725
 0.28	3.76e-005
 0.36	1.58e-005
 0.44	7.7e-006
 0.52	1e-006
 0.6	0
 0.68	0
 0.76	0
 0.84	0
 0.92	0
 1	0
 1.08	0
 1.16	0
 1.24	0
 1.32	0
 1.4	0
 1.48	0
 1.56	0
 1.64	0
 1.72	0
 1.8	0
 1.88	0
 1.96	0
 2.04	0
 2.12	0
 2.2	0
 2.28	0
 2.36	0
 2.44	0
 2.52	0
 2.6	0
 2.68	0
 2.76	0
 2.84	0
 2.92	0
 3	0
 3.08	0
 3.16	0
 3.24	0
 3.32	0
 3.4	0
 3.48	0
 3.56	0
 3.64	0
 3.72	0
 3.8	0
 3.88	0
 3.96	0
