 -3.96	0
 -3.88	0
 -3.8	0
 -3.72	0
 -3.64	0
 -3.56	0
 -3.48	5e-007
 -3.4	0
 -3.32	0
 -3.24	2e-007
 -3.16	8e-007
 -3.08	9e-007
 -3	2e-006
 -2.92	4.2e-006
 -2.84	5.7e-006
 -2.76	1.03e-005
 -2.68	1.24e-005
 -2.6	1.97e-005
 -2.52	3.67e-005
 -2.44	6.12e-005
 -2.36	8.92e-005
 -2.28	0.00014
 -2.2	0.0002241
 -2.12	0.0003031
 -2.04	0.0004455
 -1.96	0.0006626
 -1.88	0.0009203
 -1.8	0.0013096
 -1.72	0.0017712
 -1.64	0.0024335
 -1.56	0.0031151
 -1.48	0.0041314
 -1.4	0.0053688
 -1.32	0.0068539
 -1.24	0.0086574
 -1.16	0.0106484
 -1.08	0.0130286
 -1	0.0155533
 -0.92	0.0185184
 -0.84	0.0218218
 -0.76	0.0250081
 -0.68	0.0286798
 -0.6	0.0320829
 -0.52	0.0352728
 -0.44	0.0383396
 -0.36	0.0412965
 -0.28	0.0434831
 -0.2	0.0455981
 -0.12	0.046985
 -0.04	0.0474257
 0.04	0.0475199
 0.12	0.0468114
 0.2	0.0456422
 0.28	0.0435878
 0.36	0.0412357
 0.44	0.0382215
 0.52	0.0352238
 0.6	0.0318747
 0.68	0.0283265
 0.76	0.0250678
 0.84	0.0217052
 0.92	0.0185525
 1	0.0156765
 1.08	0.0130218
 1.16	0.0106803
 1.24	0.0085852
 1.32	0.0068077
 1.4	0.0053621
 1.48	0.004178
 1.56	0.003121
 1.64	0.0023949
 1.72	0.0017998
 1.8	0.0012877
 1.88	0.0009298
 1.96	0.0006436
 2.04	0.0004559
 2.12	0.0003234
 2.2	0.000225
 2.28	0.0001471
 2.36	0.0001031
 2.44	6.15e-005
 2.52	3.8e-005
 2.6	2.6e-005
 2.68	1.51e-005
 2.76	1.17e-005
 2.84	6.4e-006
 2.92	3.9e-006
 3	1.4e-006
 3.08	9e-007
 3.16	2e-007
 3.24	3e-007
 3.32	2e-007
 3.4	0
 3.48	0
 3.56	0
 3.64	0
 3.72	1e-007
 3.8	0
 3.88	0
 3.96	0
