 -3.96	0
 -3.88	1e-008
 -3.8	0
 -3.72	0
 -3.64	6e-008
 -3.56	1e-007
 -3.48	9e-008
 -3.4	2.1e-007
 -3.32	7.1e-007
 -3.24	1.02e-006
 -3.16	1.61e-006
 -3.08	2.76e-006
 -3	4.6e-006
 -2.92	7.25e-006
 -2.84	1.074e-005
 -2.76	1.716e-005
 -2.68	2.896e-005
 -2.6	4.447e-005
 -2.52	6.581e-005
 -2.44	0.00010336
 -2.36	0.00015165
 -2.28	0.00022203
 -2.2	0.00031396
 -2.12	0.00045572
 -2.04	0.00063226
 -1.96	0.00088717
 -1.88	0.00123029
 -1.8	0.00163716
 -1.72	0.00219892
 -1.64	0.00289482
 -1.56	0.00375989
 -1.48	0.00481702
 -1.4	0.00611225
 -1.32	0.0076597
 -1.24	0.00940686
 -1.16	0.0114753
 -1.08	0.0138174
 -1	0.0163781
 -0.92	0.0191743
 -0.84	0.0221746
 -0.76	0.0252624
 -0.68	0.0284701
 -0.6	0.0315919
 -0.52	0.0347174
 -0.44	0.0375769
 -0.36	0.0401576
 -0.28	0.0422937
 -0.2	0.0439635
 -0.12	0.0451129
 -0.04	0.0457148
 0.04	0.045713
 0.12	0.0451443
 0.2	0.0439309
 0.28	0.0422315
 0.36	0.0401242
 0.44	0.0375209
 0.52	0.0346898
 0.6	0.0315795
 0.68	0.0283695
 0.76	0.0252268
 0.84	0.0221217
 0.92	0.0191038
 1	0.0163228
 1.08	0.0137471
 1.16	0.0114137
 1.24	0.00935922
 1.32	0.00757371
 1.4	0.006053
 1.48	0.00476673
 1.56	0.0037136
 1.64	0.00285922
 1.72	0.00216407
 1.8	0.00162062
 1.88	0.00119414
 1.96	0.00087959
 2.04	0.00062513
 2.12	0.00044174
 2.2	0.00030858
 2.28	0.00021673
 2.36	0.00014855
 2.44	0.00010007
 2.52	6.781e-005
 2.6	4.337e-005
 2.68	2.834e-005
 2.76	1.826e-005
 2.84	1.176e-005
 2.92	6.82e-006
 3	4.43e-006
 3.08	2.01e-006
 3.16	1.54e-006
 3.24	1.09e-006
 3.32	2.9e-007
 3.4	3e-007
 3.48	1.9e-007
 3.56	8e-008
 3.64	4e-008
 3.72	0
 3.8	5e-008
 3.88	3e-008
 3.96	0
